1;22;11;23;.478;2;9;.222;1;2;.500;6;0;2;0;3;5;25
1;27;8;17;.471;4;9;.444;2;2;1.000;4;10;3;0;2;4;22
1;36;5;12;.417;1;2;.500;3;3;1.000;10;3;0;0;1;4;14
1;26;2;7;.286;0;2;.000;5;7;.714;7;5;0;1;0;2;9
1;25;1;2;.500;0;1;.000;0;0;;1;0;0;0;0;1;2
1;35;5;16;.313;0;4;.000;2;3;.667;9;3;2;2;2;2;12
1;33;2;6;.333;1;3;.333;4;4;1.000;3;2;4;0;0;0;9
1;20;2;2;1.000;0;0;;2;4;.500;5;1;0;1;2;5;6
1;32;0;2;.000;0;1;.000;0;0;;0;0;0;0;0;1;0
1;28;0;1;.000;0;1;.000;0;0;;1;0;0;0;0;0;0
1;70;12;19;.632;1;5;.200;4;4;1.000;16;9;0;2;4;3;29
1;64;3;10;.300;1;5;.200;4;4;1.000;5;2;2;0;1;2;11
1;77;5;14;.357;1;3;.333;3;4;.750;4;2;0;0;2;2;14
1;82;3;10;.300;0;1;.000;2;2;1.000;2;3;0;2;4;1;8
1;72;4;9;.444;1;4;.250;6;7;.857;11;0;0;0;2;2;15
1;79;4;7;.571;1;3;.333;1;1;1.000;4;1;0;0;0;4;10
1;81;2;3;.667;0;0;;1;3;.333;6;2;0;0;2;3;5
1;66;3;8;.375;0;1;.000;0;0;;0;0;0;0;1;3;6
1;78;2;3;.667;0;0;;0;0;;2;0;1;0;1;3;4
1;71;0;0;;0;0;;0;0;;0;0;0;0;0;2;0
2;307;3;9;.333;2;5;.400;0;0;;6;5;2;0;1;2;8
2;315;10;23;.435;4;9;.444;3;4;.750;6;11;1;0;3;2;27
2;306;5;12;.417;3;8;.375;0;0;;8;1;1;1;0;3;13
2;323;2;9;.222;0;4;.000;0;0;;8;10;2;1;1;4;4
2;312;6;10;.600;0;0;;0;1;.000;4;0;1;1;2;0;12
2;313;9;16;.563;0;6;.000;6;8;.750;1;1;1;2;2;1;24
2;326;6;9;.667;4;6;.667;4;6;.667;6;0;1;0;1;3;20
2;321;6;9;.667;2;3;.667;0;0;;4;0;0;0;2;1;14
2;344;6;14;.429;4;7;.571;0;0;;6;3;2;2;1;0;16
2;335;7;15;.467;2;5;.400;4;5;.800;5;7;0;4;8;4;20
2;334;8;18;.444;3;9;.333;3;3;1.000;5;4;1;0;2;4;22
2;336;2;6;.333;1;2;.500;4;4;1.000;11;13;0;0;2;3;9
2;343;2;2;1.000;0;0;;2;2;1.000;3;0;0;1;0;1;6
2;346;8;9;.889;6;7;.857;1;1;1.000;2;0;0;0;1;4;23
